item_id,domain,split,condition,gold_answer,raw_response,parsed_answer,correct,provider,prompt_hash,response_prompt_hash,prompt_hash_match,rewrite_validation,repair_attempts,prompt
fixed_q003,AI_Computing,train,raw,A,"""It helps"""" to keep the two systems"""" cooperating""",INVALID,false,unofficial_talkie_api,1574243d0c7904f8,1574243d0c7904f8,true,"{""pass"": true}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which mechanism explains why API can help with letting two software services cooperate?

Choices:
A. It gives both systems a stable contract for requests and replies.
B. It marks likely unwanted messages before they reach the reader.
C. It groups texts by language evidence rather than manual reading alone.
D. It cuts delay by avoiding a long trip to a remote machine.
"
fixed_q003,AI_Computing,train,rule_only,A,"""It giv""""es both s""""ystems a stable """"contract for""",A,true,unofficial_talkie_api,2eca54688eaf49ee,2eca54688eaf49ee,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 3.3076923076923075, ""pass"": true, ""primitive_detail"": {""api"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 3.3076923076923075, ""pass"": true, ""primitive_detail"": {""api"": 1.0}, ""primitive_recall"": 1.0}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that offers a published set of commands that one machine can use to request work from another. Which mechanism explains why this method can help with letting two software services cooperate? Focus on the mechanism, not on the modern name.

Choices:
A. It gives both systems a stable contract for requests and replies.
B. It marks likely unwanted messages before they reach the reader.
C. It groups texts by language evidence rather than manual reading alone.
D. It cuts delay by avoiding a long trip to a remote machine.
"
fixed_q003,AI_Computing,train,length_controlled,A,"""It giv""""es both s""""ystems a stable """"contract for""",A,true,unofficial_talkie_api,22a89b482c51944f,22a89b482c51944f,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 3.5384615384615383, ""pass"": false, ""primitive_detail"": {""api"": 0.1111111111111111}, ""primitive_recall"": 0.1111111111111111}, ""leakage_risk"": false, ""length_ratio"": 3.5384615384615383, ""pass"": false, ""primitive_detail"": {""api"": 0.1111111111111111}, ""primitive_recall"": 0.1111111111111111}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the same practical situation described in plain terms. Use only the information in the question and choices. Which mechanism explains why this method can help with letting two software services cooperate? Choose the option that best explains the mechanism. neutral plain general ordinary brief careful

Choices:
A. It gives both systems a stable contract for requests and replies.
B. It marks likely unwanted messages before they reach the reader.
C. It groups texts by language evidence rather than manual reading alone.
D. It cuts delay by avoiding a long trip to a remote machine.
"
fixed_q003,AI_Computing,train,proposed,A,"""It fulfils """"all choices.""",INVALID,false,unofficial_talkie_api,a9b09c78d0186c0a,a9b09c78d0186c0a,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 3.5384615384615383, ""pass"": true, ""primitive_detail"": {""api"": 1.0, ""biofuel"": 0.125}, ""primitive_recall"": 0.5625}, ""leakage_risk"": false, ""length_ratio"": 3.5384615384615383, ""pass"": true, ""primitive_detail"": {""api"": 1.0}, ""primitive_recall"": 1.0}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that offers a published set of commands that one machine can use to request work from another. Which mechanism explains why this method can help with letting two software services cooperate? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It gives both systems a stable contract for requests and replies.
B. It marks likely unwanted messages before they reach the reader.
C. It groups texts by language evidence rather than manual reading alone.
D. It cuts delay by avoiding a long trip to a remote machine.
"
fixed_q003,AI_Computing,train,proposed_no_validator,A,"""It fulfils """"all choices.""",INVALID,false,unofficial_talkie_api,a9b09c78d0186c0a,a9b09c78d0186c0a,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 3.5384615384615383, ""pass"": true, ""primitive_detail"": {""api"": 1.0, ""biofuel"": 0.125}, ""primitive_recall"": 0.5625}, ""leakage_risk"": false, ""length_ratio"": 3.5384615384615383, ""pass"": true, ""primitive_detail"": {""api"": 1.0}, ""primitive_recall"": 1.0}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that offers a published set of commands that one machine can use to request work from another. Which mechanism explains why this method can help with letting two software services cooperate? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It gives both systems a stable contract for requests and replies.
B. It marks likely unwanted messages before they reach the reader.
C. It groups texts by language evidence rather than manual reading alone.
D. It cuts delay by avoiding a long trip to a remote machine.
"
fixed_q004,AI_Computing,train,raw,B,"""It m""""igh""""t be s""""elected because """"it keeps the""",INVALID,false,unofficial_talkie_api,1aba24144816f075,1aba24144816f075,true,"{""pass"": true}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A decision-maker is comparing methods for finding records in a huge table. Why might database index be selected?

Choices:
A. It keeps the program environment consistent across machines.
B. It avoids inspecting every record one by one.
C. It converts images of letters into machine-readable characters.
D. It combines many small weighted signals into a prediction.
"
fixed_q004,AI_Computing,train,rule_only,B,"""It keep""""s the p""""rogram co""""nsistent acro""""ss machines,""",A,false,unofficial_talkie_api,924f819fcc279c12,924f819fcc279c12,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.2777777777777777, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.2777777777777777, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that keeps a smaller ordered guide to where records are stored. A decision-maker is comparing methods for finding records in a huge table. Why might this method be selected? Focus on the mechanism, not on the modern name.

Choices:
A. It keeps the program environment consistent across machines.
B. It avoids inspecting every record one by one.
C. It converts images of letters into machine-readable characters.
D. It combines many small weighted signals into a prediction.
"
fixed_q004,AI_Computing,train,length_controlled,B,"""It keep""""s the p""""rogram co""""nsistent acro""""ss machines,""",A,false,unofficial_talkie_api,edf386131a615b71,edf386131a615b71,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.4444444444444446, ""pass"": false, ""primitive_detail"": {""database_index"": 0.14285714285714285}, ""primitive_recall"": 0.14285714285714285}, ""leakage_risk"": false, ""length_ratio"": 2.4444444444444446, ""pass"": false, ""primitive_detail"": {""database_index"": 0.14285714285714285}, ""primitive_recall"": 0.14285714285714285}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the same practical situation described in plain terms. Use only the information in the question and choices. A decision-maker is comparing methods for finding records in a huge table. Why might this method be selected? Choose the option that best explains the mechanism.

Choices:
A. It keeps the program environment consistent across machines.
B. It avoids inspecting every record one by one.
C. It converts images of letters into machine-readable characters.
D. It combines many small weighted signals into a prediction.
"
fixed_q004,AI_Computing,train,proposed,B,"""A keeps th""""e envir""""onment co""""nsistent acro""""ss machines,""",A,false,unofficial_talkie_api,1e73a8d813bbfd42,1e73a8d813bbfd42,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.4444444444444446, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.4444444444444446, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that keeps a smaller ordered guide to where records are stored. A decision-maker is comparing methods for finding records in a huge table. Why might this method be selected? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It keeps the program environment consistent across machines.
B. It avoids inspecting every record one by one.
C. It converts images of letters into machine-readable characters.
D. It combines many small weighted signals into a prediction.
"
fixed_q004,AI_Computing,train,proposed_no_validator,B,"""A keeps th""""e envir""""onment co""""nsistent acro""""ss machines,""",A,false,unofficial_talkie_api,1e73a8d813bbfd42,1e73a8d813bbfd42,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.4444444444444446, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.4444444444444446, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that keeps a smaller ordered guide to where records are stored. A decision-maker is comparing methods for finding records in a huge table. Why might this method be selected? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It keeps the program environment consistent across machines.
B. It avoids inspecting every record one by one.
C. It converts images of letters into machine-readable characters.
D. It combines many small weighted signals into a prediction.
"
fixed_q005,AI_Computing,train,raw,C,"""I""""t check""""s outside """"r""""ecords before a""""nswering, so""",A,false,unofficial_talkie_api,46e4a81931c22712,46e4a81931c22712,true,"{""pass"": true}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
What practical benefit does cloud computing provide when the goal is handling sudden demand for computation?

Choices:
A. It checks outside records before answering, so unsupported claims are less likely.
B. It avoids inspecting every record one by one.
C. It adds or removes remote capacity without owning every machine locally.
D. It gives both systems a stable contract for requests and replies.
"
fixed_q005,AI_Computing,train,rule_only,C,"""I""""t check""""s outside """"r""""ecords before a""""nswering, so""",A,false,unofficial_talkie_api,bf4ff2e9d3f48061,bf4ff2e9d3f48061,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.1875, ""pass"": true, ""primitive_detail"": {""cloud_computing"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.1875, ""pass"": true, ""primitive_detail"": {""cloud_computing"": 1.0}, ""primitive_recall"": 1.0}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that rents distant computing machines as needed. What practical benefit does this method provide when the goal is handling sudden demand for computation? Focus on the mechanism, not on the modern name.

Choices:
A. It checks outside records before answering, so unsupported claims are less likely.
B. It avoids inspecting every record one by one.
C. It adds or removes remote capacity without owning every machine locally.
D. It gives both systems a stable contract for requests and replies.
"
fixed_q005,AI_Computing,train,length_controlled,C,"""I""""t check""""s outside """"r""""ecords before a""""nswering, so""",A,false,unofficial_talkie_api,b0c0d1c15c4ffea9,b0c0d1c15c4ffea9,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.625, ""pass"": false, ""primitive_detail"": {""cloud_computing"": 0.0}, ""primitive_recall"": 0.0}, ""leakage_risk"": false, ""length_ratio"": 2.625, ""pass"": false, ""primitive_detail"": {""cloud_computing"": 0.0}, ""primitive_recall"": 0.0}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the same practical situation described in plain terms. Use only the information in the question and choices. What practical benefit does this method provide when the goal is handling sudden demand for computation? Choose the option that best explains the mechanism.

Choices:
A. It checks outside records before answering, so unsupported claims are less likely.
B. It avoids inspecting every record one by one.
C. It adds or removes remote capacity without owning every machine locally.
D. It gives both systems a stable contract for requests and replies.
"
fixed_q005,AI_Computing,train,proposed,C,"""I""""t check""""s outside """"r""""ecords before a""""nswering, so""",A,false,unofficial_talkie_api,a0d5d2f18fa61841,a0d5d2f18fa61841,true,"{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.375, ""pass"": true, ""primitive_detail"": {""cloud_computing"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.375, ""pass"": true, ""primitive_detail"": {""cloud_computing"": 1.0}, ""primitive_recall"": 1.0}",0,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that rents distant computing machines as needed. What practical benefit does this method provide when the goal is handling sudden demand for computation? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It checks outside records before answering, so unsupported claims are less likely.
B. It avoids inspecting every record one by one.
C. It adds or removes remote capacity without owning every machine locally.
D. It gives both systems a stable contract for requests and replies.
"
