item_id,domain,split,condition,prompt_task,prompt,prompt_hash,response_prompt_hash,prompt_hash_match,raw_response,provider,open_question,rewritten_question,expected_mechanism,judge_reference_points,leakage_sensitive_terms,rewrite_validation,repair_attempts
fixed_q003,AI_Computing,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might API be useful for letting two software services cooperate?
",a1da111581b5e0fd,a1da111581b5e0fd,true,"API might be useful for letting two software services cooperate, because it enables them to compare notes, and so to arrange a common plan of campaign.",unofficial_talkie_api,Why might API be useful for letting two software services cooperate?,Why might API be useful for letting two software services cooperate?,offers a published set of commands that one machine can use to request work from another,"[""offers a published set of commands that one machine can use to request work from another""]","[""both"", ""contract"", ""gives"", ""replies"", ""requests"", ""stable""]","{""pass"": true}",0
fixed_q003,AI_Computing,train,rule_only,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that offers a published set of commands that one machine can use to request work from another. Why might this method be useful for letting two software services cooperate? Focus on the mechanism, not on the modern name.
",78ec14562736f0d0,78ec14562736f0d0,true,A published set of commands can request work from one service to another.,unofficial_talkie_api,Why might API be useful for letting two software services cooperate?,"Consider a method that offers a published set of commands that one machine can use to request work from another. Why might this method be useful for letting two software services cooperate? Focus on the mechanism, not on the modern name.",offers a published set of commands that one machine can use to request work from another,"[""offers a published set of commands that one machine can use to request work from another""]","[""both"", ""contract"", ""gives"", ""replies"", ""requests"", ""stable""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 3.727272727272727, ""pass"": true, ""primitive_detail"": {""api"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 3.727272727272727, ""pass"": true, ""primitive_detail"": {""api"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q003,AI_Computing,train,length_controlled,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider the same practical situation described in plain terms. Why might this method be useful for letting two software services cooperate? Focus on the practical mechanism. neutral plain general ordinary brief careful neutral plain general ordinary brief careful neutral plain
",28983d44b86dd0c2,28983d44b86dd0c2,true,"It might be useful because it enables two software services to cooperate, because it provides a means whereby they can work together harmoniously and efficiently.",unofficial_talkie_api,Why might API be useful for letting two software services cooperate?,Consider the same practical situation described in plain terms. Why might this method be useful for letting two software services cooperate? Focus on the practical mechanism. neutral plain general ordinary brief careful neutral plain general ordinary brief careful neutral plain,offers a published set of commands that one machine can use to request work from another,"[""offers a published set of commands that one machine can use to request work from another""]","[""both"", ""contract"", ""gives"", ""replies"", ""requests"", ""stable""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 3.6363636363636362, ""pass"": false, ""primitive_detail"": {""api"": 0.0}, ""primitive_recall"": 0.0}, ""leakage_risk"": false, ""length_ratio"": 3.6363636363636362, ""pass"": false, ""primitive_detail"": {""api"": 0.0}, ""primitive_recall"": 0.0}",0
fixed_q003,AI_Computing,train,proposed,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that offers a published set of commands that one machine can use to request work from another. Why might this method be useful for letting two software services cooperate? Focus on the functional reason in ordinary terms.
",cc976ae83e789f50,cc976ae83e789f50,true,It might be useful because it enables one service to request work from another in a simple and direct manner.,unofficial_talkie_api,Why might API be useful for letting two software services cooperate?,Consider a method that offers a published set of commands that one machine can use to request work from another. Why might this method be useful for letting two software services cooperate? Focus on the functional reason in ordinary terms.,offers a published set of commands that one machine can use to request work from another,"[""offers a published set of commands that one machine can use to request work from another""]","[""both"", ""contract"", ""gives"", ""replies"", ""requests"", ""stable""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 3.6363636363636362, ""pass"": true, ""primitive_detail"": {""api"": 1.0, ""biofuel"": 0.125}, ""primitive_recall"": 0.5625}, ""leakage_risk"": false, ""length_ratio"": 3.6363636363636362, ""pass"": true, ""primitive_detail"": {""api"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q003,AI_Computing,train,proposed_no_validator,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that offers a published set of commands that one machine can use to request work from another. Why might this method be useful for letting two software services cooperate? Focus on the functional reason in ordinary terms.
",cc976ae83e789f50,cc976ae83e789f50,true,It might be useful because it enables one service to request work from another in a simple and direct manner.,unofficial_talkie_api,Why might API be useful for letting two software services cooperate?,Consider a method that offers a published set of commands that one machine can use to request work from another. Why might this method be useful for letting two software services cooperate? Focus on the functional reason in ordinary terms.,offers a published set of commands that one machine can use to request work from another,"[""offers a published set of commands that one machine can use to request work from another""]","[""both"", ""contract"", ""gives"", ""replies"", ""requests"", ""stable""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 3.6363636363636362, ""pass"": true, ""primitive_detail"": {""api"": 1.0, ""biofuel"": 0.125}, ""primitive_recall"": 0.5625}, ""leakage_risk"": false, ""length_ratio"": 3.6363636363636362, ""pass"": true, ""primitive_detail"": {""api"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q004,AI_Computing,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might database index be useful for finding records in a huge table?
",9b9fba7a8edc0cb0,9b9fba7a8edc0cb0,true,"Database index might be useful for finding records in a huge table, because it would enable a person to see at a glance a great number of records arranged in alphabetical order.",unofficial_talkie_api,Why might database index be useful for finding records in a huge table?,Why might database index be useful for finding records in a huge table?,keeps a smaller ordered guide to where records are stored,"[""keeps a smaller ordered guide to where records are stored""]","[""avoids"", ""every"", ""inspecting""]","{""pass"": true}",0
fixed_q004,AI_Computing,train,rule_only,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that keeps a smaller ordered guide to where records are stored. Why might this method be useful for finding records in a huge table? Focus on the mechanism, not on the modern name.
",f0ceed6ad3f7daf7,f0ceed6ad3f7daf7,true,"A practical mechanism is provided to keep a smaller guide to where records are stored, so that the searcher may readily find the place he wants.",unofficial_talkie_api,Why might database index be useful for finding records in a huge table?,"Consider a method that keeps a smaller ordered guide to where records are stored. Why might this method be useful for finding records in a huge table? Focus on the mechanism, not on the modern name.",keeps a smaller ordered guide to where records are stored,"[""keeps a smaller ordered guide to where records are stored""]","[""avoids"", ""every"", ""inspecting""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.769230769230769, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.769230769230769, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q004,AI_Computing,train,length_controlled,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider the same practical situation described in plain terms. Why might this method be useful for finding records in a huge table? Focus on the practical mechanism. neutral plain general ordinary brief careful neutral plain
",cb107fe019648678,cb107fe019648678,true,"It might be useful because, by means of it, a record can be found quickly and easily.",unofficial_talkie_api,Why might database index be useful for finding records in a huge table?,Consider the same practical situation described in plain terms. Why might this method be useful for finding records in a huge table? Focus on the practical mechanism. neutral plain general ordinary brief careful neutral plain,keeps a smaller ordered guide to where records are stored,"[""keeps a smaller ordered guide to where records are stored""]","[""avoids"", ""every"", ""inspecting""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.6923076923076925, ""pass"": false, ""primitive_detail"": {""database_index"": 0.14285714285714285}, ""primitive_recall"": 0.14285714285714285}, ""leakage_risk"": false, ""length_ratio"": 2.6923076923076925, ""pass"": false, ""primitive_detail"": {""database_index"": 0.14285714285714285}, ""primitive_recall"": 0.14285714285714285}",0
fixed_q004,AI_Computing,train,proposed,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that keeps a smaller ordered guide to where records are stored. Why might this method be useful for finding records in a huge table? Focus on the functional reason in ordinary terms.
",a12b4934d8414377,a12b4934d8414377,true,It is useful because it focuses attention on the place where records are stored.,unofficial_talkie_api,Why might database index be useful for finding records in a huge table?,Consider a method that keeps a smaller ordered guide to where records are stored. Why might this method be useful for finding records in a huge table? Focus on the functional reason in ordinary terms.,keeps a smaller ordered guide to where records are stored,"[""keeps a smaller ordered guide to where records are stored""]","[""avoids"", ""every"", ""inspecting""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.6923076923076925, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.6923076923076925, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q004,AI_Computing,train,proposed_no_validator,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that keeps a smaller ordered guide to where records are stored. Why might this method be useful for finding records in a huge table? Focus on the functional reason in ordinary terms.
",a12b4934d8414377,a12b4934d8414377,true,It is useful because it focuses attention on the place where records are stored.,unofficial_talkie_api,Why might database index be useful for finding records in a huge table?,Consider a method that keeps a smaller ordered guide to where records are stored. Why might this method be useful for finding records in a huge table? Focus on the functional reason in ordinary terms.,keeps a smaller ordered guide to where records are stored,"[""keeps a smaller ordered guide to where records are stored""]","[""avoids"", ""every"", ""inspecting""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.6923076923076925, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.6923076923076925, ""pass"": true, ""primitive_detail"": {""database_index"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q005,AI_Computing,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might cloud computing be useful for handling sudden demand for computation?
",fa8aabeb5d2873d0,fa8aabeb5d2873d0,true,"It might be useful because it would enable computations to be rapidly made, which would otherwise take time.",unofficial_talkie_api,Why might cloud computing be useful for handling sudden demand for computation?,Why might cloud computing be useful for handling sudden demand for computation?,rents distant computing machines as needed,"[""rents distant computing machines as needed""]","[""adds"", ""capacity"", ""every"", ""locally"", ""owning"", ""remote""]","{""pass"": true}",0
fixed_q005,AI_Computing,train,rule_only,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that rents distant computing machines as needed. Why might this method be useful for handling sudden demand for computation? Focus on the mechanism, not on the modern name.
",e5162f995be5746a,e5162f995be5746a,true,"A computing machine is rented from a distance, when required, by touching a key.",unofficial_talkie_api,Why might cloud computing be useful for handling sudden demand for computation?,"Consider a method that rents distant computing machines as needed. Why might this method be useful for handling sudden demand for computation? Focus on the mechanism, not on the modern name.",rents distant computing machines as needed,"[""rents distant computing machines as needed""]","[""adds"", ""capacity"", ""every"", ""locally"", ""owning"", ""remote""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.5833333333333335, ""pass"": true, ""primitive_detail"": {""cloud_computing"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.5833333333333335, ""pass"": true, ""primitive_detail"": {""cloud_computing"": 1.0}, ""primitive_recall"": 1.0}",0
